id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
683,Lookalike Compradores Top,Lookalike Compradores Top,lookalike compradores top,Prime Video,Consumo & Varejo,,tática de ativação,transversal,,,Varejo & Consumo,B2C,compra/consumo observado | modelado/lookalike,Consideração | Conversão,alta,mapear
684,Prime Day Buyers,Prime Day Buyers,prime day buyers,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
685,Black Friday Buyers,Black Friday Buyers,black friday buyers,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Ofertas e sazonalidades,,Transversal/indefinido,,,alta,mapear
686,Compradores Kindle,Compradores Kindle,compradores kindle,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Compradores e e-commerce,,B2C,compra/consumo observado,Consideração | Conversão,alta,mapear
687,Compradores Alexa / Echo,Compradores Alexa / Echo,compradores alexa / echo,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Compradores e e-commerce,,B2C,compra/consumo observado,Consideração | Conversão,alta,mapear
688,Espectadores Natal,Espectadores Natal,espectadores natal,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,B2C,consumo de conteúdo,Conhecimento | Consideração,média,mapear
689,Espectadores Carnaval,Espectadores Carnaval,espectadores carnaval,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,B2C,consumo de conteúdo,Conhecimento | Consideração,média,mapear
690,Black Friday Viewers,Black Friday Viewers,black friday viewers,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Ofertas e sazonalidades,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,alta,mapear
691,Halloween Viewers,Halloween Viewers,halloween viewers,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
692,Dia das Maes,Dia das Maes,dia das maes,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
693,Dia dos Namorados,Dia dos Namorados,dia dos namorados,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
694,Volta as Aulas,Volta as Aulas,volta as aulas,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
695,Ferias Julho,Ferias Julho,ferias julho,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Serviços ao Consumidor,Turismo e hospitalidade,,Transversal/indefinido,,,alta,mapear
696,Prime Day,Prime Day,prime day,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
697,Copa do Mundo,Copa do Mundo,copa do mundo,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,alta,mapear
698,Pop,Pop,pop,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
699,Rock,Rock,rock,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
700,Hip Hop / Rap,Hip Hop / Rap,hip hop / rap,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
701,Funk (BR),Funk (BR),funk (br),Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
702,Eletronica / Dance / House,Eletronica / Dance / House,eletronica / dance / house,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,Varejo & Consumo,Eletrônicos e eletrodomésticos,,Transversal/indefinido,,,alta,mapear
703,R&B,R&B,r&b,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
704,Indie Rock,Indie Rock,indie rock,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
705,Musica Latina,Musica Latina,musica latina,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Música e shows,,Transversal/indefinido,,,alta,mapear
706,Gospel,Gospel,gospel,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
707,Jazz,Jazz,jazz,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
708,Classica,Classica,classica,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
709,Metal,Metal,metal,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
710,Punk,Punk,punk,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
711,Reggae,Reggae,reggae,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
712,Country / Folk,Country / Folk,country / folk,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
713,Blues,Blues,blues,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
714,Infantil,Infantil,infantil,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Conteúdo infantil e familiar,,Transversal/indefinido,,,alta,mapear
715,Trilhas Sonoras / Soundtracks,Trilhas Sonoras / Soundtracks,trilhas sonoras / soundtracks,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
716,Musica Ambiente / New Age,Musica Ambiente / New Age,musica ambiente / new age,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Música e shows,,Transversal/indefinido,,,alta,mapear
717,Audio Falado / Spoken Word,Audio Falado / Spoken Word,audio falado / spoken word,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
718,Tradicional / MPB,Tradicional / MPB,tradicional / mpb,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
719,Alternativa,Alternativa,alternativa,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
720,Sertanejo,Sertanejo,sertanejo,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
721,Pagode / Samba,Pagode / Samba,pagode / samba,Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
722,Mulheres (Geral),Mulheres (Geral),mulheres (geral),Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,avaliar consolidação conceitual
723,Homens (Geral),Homens (Geral),homens (geral),Spotify Ads,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
724,Relax / Chill,Relax / Chill,relax / chill,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
725,Deslocamento / Commute,Deslocamento / Commute,deslocamento / commute,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
726,Culinaria / Cooking,Culinaria / Cooking,culinaria / cooking,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
727,Foco / Estudo,Foco / Estudo,foco / estudo,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,Educação & Carreira,Outros / revisar,,Transversal/indefinido,,,média,mapear
728,Noite com as Amigas / Girls Night,Noite com as Amigas / Girls Night,noite com as amigas / girls night,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
729,Boas Festas / Holiday,Boas Festas / Holiday,boas festas / holiday,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
730,Criancas / Kids,Criancas / Kids,criancas / kids,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
731,Festa / Party,Festa / Party,festa / party,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
732,Viagem de Carro / Road Trip,Viagem de Carro / Road Trip,viagem de carro / road trip,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,Serviços ao Consumidor,Transversal/indefinido,,,média,mapear
733,Romantico / Romance,Romantico / Romance,romantico / romance,Spotify Ads,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,Transversal/indefinido,,,alta,mapear
734,Acao,Acao,acao,Netflix,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,Transversal/indefinido,,,alta,mapear
995,Comedia,Comedia,comedia,Netflix,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,Transversal/indefinido,,,alta,mapear
996,Drama,Drama,drama,Netflix,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,Transversal/indefinido,,,alta,mapear
997,Politica,Politica,politica,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Notícias e atualidades,,Transversal/indefinido,,,média,avaliar consolidação conceitual
998,Economia,Economia,economia,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
999,Saude,Saude,saude,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Saúde, Bem-estar & Beleza",Saúde e prevenção,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1000,Tecnologia,Tecnologia,tecnologia,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Tecnologia B2B,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1001,Ciencia,Ciencia,ciencia,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1002,Educacao,Educacao,educacao,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,Educação & Carreira,Outros / revisar,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,,,média,avaliar consolidação conceitual
1003,Mundo Internacional,Mundo Internacional,mundo internacional,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1004,Pop e Arte,Pop e Arte,pop e arte,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1005,Natureza,Natureza,natureza,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1006,Regional UF,Regional UF,regional uf,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1007,Globo Rural,Globo Rural,globo rural,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1008,Auto Esporte,Auto Esporte,auto esporte,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,alta,mapear
1009,Hard news,Hard news,hard news,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1010,Noticias positivas,Noticias positivas,noticias positivas,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Notícias e atualidades,,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,alta,mapear
1011,Local vs nacional,Local vs nacional,local vs nacional,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1012,Keywords contextuais,Keywords contextuais,keywords contextuais,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,média,avaliar consolidação conceitual
1013,Brand safety categoria,Brand safety categoria,brand safety categoria,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,contextual/editorial,Conhecimento | Consideração,alta,mapear
1014,Globo ID logados,Globo ID logados,globo id logados,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1015,AMP pages,AMP pages,amp pages,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1016,Breaking news picos,Breaking news picos,breaking news picos,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1017,Eleicoes e eventos,Eleicoes e eventos,eleicoes e eventos,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1018,Copa Olimpiadas,Copa Olimpiadas,copa olimpiadas,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,alta,mapear
1019,Mulheres geral,Mulheres geral,mulheres geral,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,média,avaliar consolidação conceitual
1020,Homens geral,Homens geral,homens geral,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1021,18-24,18-24,18-24,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1022,25-34,25-34,25-34,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1023,35-44,35-44,35-44,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1024,45+,45+,45+,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1025,Mulheres 18-34,Mulheres 18-34,mulheres 18-34,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,mapear
1026,Homens 18-34,Homens 18-34,homens 18-34,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1027,Gen Z,Gen Z,gen z,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1028,Millennials,Millennials,millennials,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1029,Gen X,Gen X,gen x,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1030,Classe AB,Classe AB,classe ab,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,média,avaliar consolidação conceitual
1031,Classe C DE,Classe C DE,classe c de,G1 / Globo.com,Entretenimento & Mídia,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
1032,Adults 25-54,Adults 25-54,adults 25-54,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,avaliar consolidação conceitual
1033,Perfil regional Sul,Perfil regional Sul,perfil regional sul,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1034,Perfil regional Nordeste,Perfil regional Nordeste,perfil regional nordeste,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1035,Capitais economicas,Capitais economicas,capitais economicas,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1036,Diarios Globo ID,Diarios Globo ID,diarios globo id,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1037,Heavy readers semanal,Heavy readers semanal,heavy readers semanal,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
1038,Light readers,Light readers,light readers,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,avaliar consolidação conceitual
1039,Alto tempo na pagina,Alto tempo na pagina,alto tempo na pagina,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1040,Interesse por categoria historico,Interesse por categoria historico,interesse por categoria historico,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,média,mapear
1041,Usuarios AMP alto volume,Usuarios AMP alto volume,usuarios amp alto volume,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1042,Consumidores video G1,Consumidores video G1,consumidores video g1,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,compra/consumo observado,Consideração | Conversão,média,mapear
1043,Consumidores texto longo,Consumidores texto longo,consumidores texto longo,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,compra/consumo observado,Consideração | Conversão,média,mapear
1044,Picos breaking news,Picos breaking news,picos breaking news,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1045,Eleicoes engajados,Eleicoes engajados,eleicoes engajados,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1046,DMP Globo segmentos,DMP Globo segmentos,dmp globo segmentos,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1047,Retargeting visitantes,Retargeting visitantes,retargeting visitantes,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,B2C,visitação/localização | retargeting,Consideração | Conversão | Reengajamento,média,avaliar consolidação conceitual
1048,CRM Match DV360 TTD,CRM Match DV360 TTD,crm match dv360 ttd,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,dados próprios/CRM,Fidelização/base própria,média,avaliar consolidação conceitual
1049,Lookalike,Lookalike,lookalike,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,modelado/lookalike,,média,avaliar consolidação conceitual
1050,Globo ID completo,Globo ID completo,globo id completo,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1051,Lookalike heavy readers,Lookalike heavy readers,lookalike heavy readers,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,modelado/lookalike | consumo de conteúdo,Conhecimento | Consideração,média,avaliar consolidação conceitual
1052,Mobile,Mobile,mobile,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1053,Desktop,Desktop,desktop,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1054,Tablet,Tablet,tablet,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1055,App G1,App G1,app g1,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1056,Billboard,Billboard,billboard,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1057,Retangulo,Retangulo,retangulo,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1058,Video Pre-roll,Video Pre-roll,video pre-roll,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1059,Rich Media,Rich Media,rich media,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1060,Takeover,Takeover,takeover,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1061,Native Ads,Native Ads,native ads,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1062,Branded Content,Branded Content,branded content,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,média,avaliar consolidação conceitual
1063,Daypart manha,Daypart manha,daypart manha,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1064,Daypart tarde,Daypart tarde,daypart tarde,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1065,Daypart noite,Daypart noite,daypart noite,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1066,Regional Nordeste + Mobile,Regional Nordeste + Mobile,regional nordeste + mobile,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1067,Politica + Desktop,Politica + Desktop,politica + desktop,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,,Conhecimento,alta,mapear
1068,Economia + AB,Economia + AB,economia + ab,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1069,Saude + Mulheres 35+,Saude + Mulheres 35+,saude + mulheres 35+,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Saúde, Bem-estar & Beleza",Saúde e prevenção,,B2C,demográfico/socioeconômico,,alta,mapear
1070,Hard news + Video preroll,Hard news + Video preroll,hard news + video preroll,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1071,Globo ID + Native,Globo ID + Native,globo id + native,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1072,Eleicoes + Heavy readers,Eleicoes + Heavy readers,eleicoes + heavy readers,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
1073,Mega eventos + Takeover,Mega eventos + Takeover,mega eventos + takeover,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1074,AMP + Light readers,AMP + Light readers,amp + light readers,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,consumo de conteúdo,Conhecimento | Consideração,média,mapear
1075,Regional Sul + Classe AB,Regional Sul + Classe AB,regional sul + classe ab,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,,média,mapear
1076,Ciencia + Millennials,Ciencia + Millennials,ciencia + millennials,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1077,Auto Esporte + Homens,Auto Esporte + Homens,auto esporte + homens,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Esportes e futebol,,Transversal/indefinido,,,alta,mapear
1078,Educacao + Gen Z,Educacao + Gen Z,educacao + gen z,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,Educação & Carreira,Outros / revisar,"Entretenimento, Conteúdo & Esportes",Transversal/indefinido,demográfico/socioeconômico,,média,mapear
1079,Retargeting + Billboard,Retargeting + Billboard,retargeting + billboard,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,retargeting,Reengajamento,alta,mapear
1080,Lookalike + Video,Lookalike + Video,lookalike + video,G1 / Globo.com,Entretenimento & Mídia,,tática de ativação,transversal,,,,Transversal/indefinido,modelado/lookalike,,alta,mapear
1081,Natureza + Desktop,Natureza + Desktop,natureza + desktop,G1 / Globo.com,Entretenimento & Mídia,,formato/inventário,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
1082,Pop Arte + Mulheres,Pop Arte + Mulheres,pop arte + mulheres,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,mapear
1083,Mundo + Internacional engajados,Mundo + Internacional engajados,mundo + internacional engajados,G1 / Globo.com,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
1084,Politica,Politica,politica,CNN Brasil,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes",Notícias e atualidades,,Transversal/indefinido,,,média,avaliar consolidação conceitual
